,['Total'],['Australian Capital Territory'],['New South Wales'],['Northern Territory'],['Queensland'],['South Australia'],['Tasmania'],['Victoria'],['Western Australia'],"['Females', 'Australian Capital Territory']","['Males', 'Australian Capital Territory']","['Females', 'New South Wales']","['Males', 'New South Wales']","['Females', 'Northern Territory']","['Males', 'Northern Territory']","['Females', 'Queensland']","['Males', 'Queensland']","['Females', 'South Australia']","['Males', 'South Australia']","['Females', 'Tasmania']","['Males', 'Tasmania']","['Females', 'Victoria']","['Males', 'Victoria']","['Females', 'Western Australia']","['Males', 'Western Australia']","['Employed full-time', 'Females', 'Australian Capital Territory']","['Employed part-time', 'Females', 'Australian Capital Territory']","['Employed full-time', 'Males', 'Australian Capital Territory']","['Employed part-time', 'Males', 'Australian Capital Territory']","['Employed full-time', 'Females', 'New South Wales']","['Employed part-time', 'Females', 'New South Wales']","['Employed full-time', 'Males', 'New South Wales']","['Employed part-time', 'Males', 'New South Wales']","['Employed full-time', 'Females', 'Northern Territory']","['Employed part-time', 'Females', 'Northern Territory']","['Employed full-time', 'Males', 'Northern Territory']","['Employed part-time', 'Males', 'Northern Territory']","['Employed full-time', 'Females', 'Queensland']","['Employed part-time', 'Females', 'Queensland']","['Employed full-time', 'Males', 'Queensland']","['Employed part-time', 'Males', 'Queensland']","['Employed full-time', 'Females', 'South Australia']","['Employed part-time', 'Females', 'South Australia']","['Employed full-time', 'Males', 'South Australia']","['Employed part-time', 'Males', 'South Australia']","['Employed full-time', 'Females', 'Tasmania']","['Employed part-time', 'Females', 'Tasmania']","['Employed full-time', 'Males', 'Tasmania']","['Employed part-time', 'Males', 'Tasmania']","['Employed full-time', 'Females', 'Victoria']","['Employed part-time', 'Females', 'Victoria']","['Employed full-time', 'Males', 'Victoria']","['Employed part-time', 'Males', 'Victoria']","['Employed full-time', 'Females', 'Western Australia']","['Employed part-time', 'Females', 'Western Australia']","['Employed full-time', 'Males', 'Western Australia']","['Employed part-time', 'Males', 'Western Australia']"
1978-12-01,6125.3604376,96.0240851,2144.6472679,49.1312126,904.3758458,567.4644545,169.2713031,1662.5180522,531.9282164,39.7977207,56.2263644,763.8935527,1380.7537152,16.3744419,32.756770700000004,307.1394424,597.2364034,212.3542894,355.1101651,56.660890699999996,112.6104124,606.8801037000001,1055.6379485,186.2354885,345.6927279,26.9193279,12.8783928,53.6926864,2.533678,522.103535,241.7900177,1309.6550017,71.0987135,9.6618667,6.7125752,30.5841089,2.1726618,198.059845,109.0795974,568.6332937,28.6031097,130.2450049,82.1092845,336.1938432,18.9163219,35.0812886,21.5796021,108.0143305,4.5960819,413.7227439,193.1573598,995.289701,60.3482475,111.6119351,74.6235534,329.5257148,16.1670131
1979-01-01,5971.328825299999,92.68570369999999,2100.7947473,44.8937995,868.4612427000001,554.2562539,165.522625,1627.5097506,517.2047026,37.9079644,54.7777393,730.0351111,1370.7596362,13.839241900000001,31.054557600000003,283.4330048,585.0282379,202.6931902,351.5630637,54.2637899,111.2588351,588.4035136,1039.106237,176.63607660000002,340.568626,25.8865293,12.0214351,51.6169187,3.1608206,516.8969266,213.1381845,1305.1513665,65.6082697,8.4852117,5.3540302,28.9050468,2.1495108,195.1212221,88.3117827,559.2998603,25.7283776,128.6416011,74.0515891,333.3365953,18.2264684,35.6508599,18.61293,108.0112962,3.2475389,418.5005446,169.902969,989.4740505,49.6321865,111.39001,65.2460666,325.3344799,15.2341461
1979-02-01,6050.6934726,92.50253610000001,2121.1903223,44.749207899999995,878.7195789,558.5599524,168.90922079999999,1656.2184476,529.8442066,36.866580400000004,55.635955700000004,743.7541413,1377.4361809999998,12.670296,32.0789119,294.1777159,584.5418629999999,204.0163698,354.54358260000004,55.867195699999996,113.0420251,608.8320318,1047.3864158,186.7194447,343.1247619,24.6573312,12.2092492,53.5607472,2.0752085,508.644297,235.1098443,1315.6605928,61.7755882,8.248789,4.421507,29.3146248,2.7642871,193.362705,100.8150109,556.0308292,28.5110338,123.5865677,80.4298021,336.5369807,18.0066019,36.0170173,19.8501784,109.0423486,3.9996765,418.0115768,190.820455,993.4607913,53.9256245,113.448975,73.2704697,329.7563981,13.3683638
1979-03-01,6096.1752153,92.15718969999999,2128.6192536,47.44247850000001,890.3830131000001,561.1718249,174.7099793,1667.1768401000002,534.5146361,37.2842833,54.8729064,753.9933437,1374.6259099000001,14.967854800000001,32.474623699999995,300.9727652,589.4102479000001,208.04931299999998,353.1225119,60.470785899999996,114.2391934,615.3493674,1051.8274727,185.8425263,348.67210980000004,24.5304303,12.753853,52.1129235,2.7599829,508.0554678,245.9378759,1303.0472073,71.5787026,10.411842,4.5560128,29.3640129,3.1106108,197.2236163,103.7491489,563.5037895,25.9064584,125.9916319,82.0576811,332.8207792,20.3017327,37.0091821,23.4616038,109.2933869,4.9458065,416.4355669,198.9138005,997.8554159,53.9720568,109.1958015,76.6467248,331.2806436,17.3914662
1979-04-01,6087.653708299999,92.4849949,2126.3320955,49.0640123,895.2890231,552.9282916,174.7932441,1663.3210572,533.4409896,37.2999504,55.1850445,748.3748753,1377.9572202,16.4774213,32.586591,301.9147132,593.3743099000001,203.3926548,349.53563679999996,60.7337547,114.0594894,611.5749892,1051.746068,187.4571178,345.9838718,23.4798028,13.8201476,52.6112822,2.5737623,497.6150272,250.7598481,1301.4559989,76.5012213,11.2718345,5.2055868,31.3738239,1.2127671,195.1503364,106.7643768,565.8522182,27.5220917,120.4435482,82.9491066,332.7651656,16.7704712,37.2380054,23.4957493,108.916003,5.1434864,411.7144557,199.8605335,994.7644629,56.9816051,113.5640245,73.8930933,330.3270665,15.6568053
1979-05-01,6075.6109053,92.2396579,2112.1330685,48.003785699999995,900.3127866000001,554.3002539999999,172.6154957,1660.0152127000001,535.9906442,37.005930899999996,55.233727,741.9391821,1370.1938864,14.197982499999998,33.8058032,302.284467,598.0283196,201.66674419999998,352.63350979999996,59.720795700000004,112.8947,606.8719114,1053.1433013,189.65131000000002,346.3393342,23.3092537,13.6966772,52.1954882,3.0382388,497.9318251,244.007357,1295.0660705,75.1278159,10.026219,4.1717635,31.9769816,1.8288216,194.527895,107.756572,569.9904189,28.0379007,118.4530571,83.2136871,333.755096,18.8784138,37.059659,22.6611367,107.9371618,4.9575382,411.0144302,195.8574812,991.8995617,61.2437396,112.9228283,76.7284817,328.755936,17.5833982
1979-06-01,6095.734051199998,94.2702357,2125.0780842,49.853732,906.684847,555.3239793,172.9414909,1657.2962499999999,534.2854321,37.6110949,56.6591408,748.5365522,1376.541532,14.7848763,35.0688557,311.4501504,595.2346966,203.1578354,352.1661439,59.809463300000004,113.1320276,600.9359642,1056.3602858,191.4101568,342.8752753,24.8463935,12.7647014,53.3906701,3.2684707,499.7508253,248.7857269,1303.5879211,72.9536109,10.5607282,4.2241481,33.2698447,1.799011,204.7600341,106.6901163,566.4709753,28.7637213,120.869089,82.2887464,333.3576605,18.8084834,36.6486804,23.1607829,109.0294778,4.1025498,405.6211302,195.314834,1000.5164231,55.8438627,113.0973268,78.31283,325.2073318,17.6679435
1979-07-01,6103.921741999999,94.3165429,2137.7031336,50.839922300000005,905.8370777,560.6751135,174.068862,1653.3854022,527.0956878,36.728713299999995,57.5878296,759.2543724,1378.4487612,15.7077342,35.1321881,310.4608052,595.3762725,205.52802179999998,355.1470917,60.2548197,113.8140423,599.980721,1053.4046812,188.236645,338.8590428,24.2125094,12.5162039,54.7046737,2.8831559,506.4055669,252.8488055,1309.6391034,68.8096578,11.9846233,3.7231109,32.7085819,2.4236062,201.8536117,108.6071935,566.5343079,28.8419646,121.0214508,84.506571,334.6143011,20.5327906,36.6103292,23.6444905,109.3699955,4.4440468,403.1570099,196.8237111,1001.3011407,52.1035405,109.6389438,78.5977012,322.1512481,16.7077947
1979-08-01,6078.5215923,95.4312893,2127.5762393,49.0504898,906.4190122,548.795469,172.892836,1648.181465,530.1747917,37.8037505,57.6275388,743.4930647,1384.0831746,14.4265738,34.623916,311.6394659,594.7795463,200.0737163,348.7217527,60.983802499999996,111.90903349999999,599.9328154,1048.2486496000001,189.0633816,341.1114101,25.1473444,12.6564061,53.957773,3.6697658,495.3641985,248.1288662,1305.9331805,78.1499941,10.3586809,4.0678929,32.2037794,2.4201366,204.4557092,107.1837567,568.1710541,26.6084922,118.8595486,81.2141677,328.9219756,19.7997771,37.413125,23.5706775,108.1743753,3.7346582,394.9358668,204.9969486,994.801176,53.4474736,110.6658991,78.3974825,323.7635336,17.3478765
1979-09-01,6157.789148799999,95.7510758,2162.3083687000003,47.8394549,915.4579838999999,555.7110025999999,171.08240410000002,1667.1557046,542.4831542,37.8394987,57.9115771,768.3288304,1393.9795383,14.0115071,33.8279478,317.6550786,597.8029052999999,201.4033544,354.3076482,58.7968089,112.2855952,605.7049092,1061.4507954,196.9460548,345.5370994,25.2983399,12.5411588,54.6417791,3.269798,509.1144387,259.2143917,1318.699142,75.2803963,9.5498771,4.46163,31.5328196,2.2951282,212.0345038,105.6205748,570.2710811,27.5318242,121.9098233,79.4935311,333.3699965,20.9376517,36.334804,22.4620049,108.6388517,3.6467435,403.8357071,201.8692021,1005.6302932,55.8205022,117.6127009,79.3333539,327.1595779,18.3775215
1979-10-01,6164.0483187,95.63060499999999,2164.1636737999997,48.3299208,926.7819293,552.1550174,173.7746929,1666.0927425000002,537.119737,37.3630795,58.2675255,777.0307101000001,1387.1329637,15.8595784,32.4703424,322.8488177,603.9331116,201.0814712,351.0735462,60.2666291,113.50806379999999,608.2662720000001,1057.8264705,194.22134089999997,342.8983961,24.5572723,12.8058072,54.403707,3.8638185,510.7952005,266.2355096,1315.2008141,71.9321496,10.1761508,5.6834276,31.1213716,1.3489708,212.1729432,110.6758745,575.7682712,28.1648404,118.1712825,82.9101887,330.6546908,20.4188554,37.3146146,22.9520145,109.1893047,4.3187591,406.3450553,201.9212167,1001.2355844,56.5908861,114.9876748,79.2336661,324.4504061,18.44799
1979-11-01,6188.840648400001,98.0112771,2182.9423515,48.646924399999996,914.5201873,551.3937366,173.17724379999999,1682.0335147,538.115413,39.933278200000004,58.077998900000004,790.1291986,1392.8131529,15.8086764,32.838248,317.6383431,596.8818442,201.0898483,350.3038883,60.0262273,113.15101650000001,622.3261109,1059.7074038,195.14200820000002,342.9734048,26.5337289,13.3995493,54.6611362,3.4168627,523.9363694,266.1928292,1314.274075,78.5390779,10.3036182,5.5050582,31.6161862,1.2220618,208.3642985,109.2740446,569.2943009,27.5875433,121.1565738,79.9332745,331.8561995,18.4476888,36.7653133,23.260914,108.3271114,4.8239051,408.7043751,213.6217358,999.7430867,59.9643171,113.9619481,81.1800601,324.9288224,18.0445824
1979-12-01,6257.165247799999,98.79339709999999,2200.662691,50.31706549999999,920.8814346,562.7397505,172.206904,1702.6857503,548.8782548,39.5495089,59.2438882,787.4800818,1413.1826092000001,17.6184077,32.6986578,320.29902500000003,600.5824096,207.8466011,354.89314939999997,58.78261620000001,113.4242878,621.0455532,1081.6401971,197.81652150000002,351.06173329999996,28.0155887,11.5339202,55.8857196,3.3581686,533.0965112,254.3835706,1340.0059283,73.1766809,11.3892647,6.229143,31.0728907,1.6257671,211.0490891,109.2499359,569.4064323,31.1759773,123.8705235,83.9760776,336.5541202,18.3390292,37.356413,21.4262032,108.5835369,4.8407509,420.516036,200.5295172,1023.0284419,58.6117552,117.4872241,80.3292974,331.7101145,19.3516188
1980-01-01,6112.9167413,94.9180815,2155.4738104,48.2638412,894.6403566,546.9180706000001,169.08532639999999,1664.4872707,539.1299839,38.2223592,56.6957223,758.5666222,1396.9071882,16.4139689,31.8498723,303.0008696,591.639487,196.1591917,350.7588789,57.681963499999995,111.4033629,598.9733402,1065.5139305,192.6314746,346.4985093,29.2754544,8.9469048,54.2294962,2.4662261,535.7030864,222.8635358,1325.8423419,71.0648463,12.7121598,3.7018091,30.7855981,1.0642742,207.0215864,95.9792832,560.5724235,31.0670635,123.797345,72.3618467,331.9104542,18.8484247,38.4606758,19.2212877,107.7548536,3.6485093,413.9260765,185.0472637,1011.1076286,54.4063019,117.3062032,75.3252714,329.7155065,16.7830028
1980-02-01,6207.2328905,96.5838378,2188.2398872999997,51.76683700000001,913.665857,552.1768016,173.1382086,1689.651601,542.0098602,38.281738,58.3020998,784.7690945,1403.4707928,18.606173000000002,33.160664000000004,316.9718707,596.6939863,198.7948159,353.3819857,59.902591,113.2356176,624.2923933,1065.3592077,192.9483485,349.0615117,28.5641343,9.7176037,55.3400053,2.9620945,537.5614017,247.2076928,1329.8187042,73.6520886,13.9508322,4.6553408,31.04887,2.111794,205.6524023,111.3194684,568.4216962,28.2722901,121.1913006,77.6035153,337.2766147,16.105371,38.655779,21.246812,108.820543,4.4150746,427.055914,197.2364793,1010.4316841,54.9275236,116.4918229,76.4565256,331.8350028,17.2265089
1980-03-01,6278.6501162,100.137996,2225.1859006,52.827556200000004,929.5371276,559.860824,172.301453,1688.6137116,550.1855472,41.3982297,58.7397663,814.6448502000001,1410.5410504,19.336513500000002,33.4910427,323.9783179,605.5588097,207.84335140000002,352.01747259999996,60.9859622,111.31549079999999,630.9804602,1057.6332513999998,195.050635,355.13491220000003,28.6872444,12.7109853,54.8016274,3.9381389,549.1508563,265.4939939,1333.4034717,77.1375787,15.2427851,4.0937284,31.4477441,2.0432986,207.8084591,116.1698588,575.2117339,30.3470758,125.0299984,82.813353,332.0064025,20.0110701,37.6497699,23.3361923,107.1163921,4.1990987,427.9989183,202.9815419,1002.8177546,54.8154968,113.9366911,81.1139439,336.6180833,18.5168289
1980-04-01,6224.863864700001,99.8162455,2205.8594951,51.4585214,921.6988134000001,552.116935,171.20027109999998,1676.4381168999998,546.2754663,41.04683,58.7694155,803.0195443,1402.8399508,18.337261400000003,33.12126,325.4233187,596.2754947000001,202.8228254,349.2941096,59.23961009999999,111.960661,618.6927783,1057.7453386,194.30644180000002,351.9690245,28.4576543,12.5891757,55.8784001,2.8910154,543.9834817,259.0360626,1327.6397509,75.2001999,13.8932578,4.4440036,30.7562839,2.3649761,202.2614749,123.1618438,566.6033045,29.6721902,123.2143354,79.60849,329.1747346,20.119375,37.5176075,21.7220026,107.8709573,4.0897037,422.5224779,196.1703004,997.4618863,60.2834523,114.4090629,79.8973789,332.7318845,19.23714
1980-05-01,6273.4481769,97.7238454,2229.8785961,49.3011665,931.1693337,548.3259424,170.5608262,1691.5147751,554.9736915,39.6959159,58.0279295,808.8815694,1420.9970266999999,16.9553789,32.3457876,324.92704760000004,606.2422861,201.1542597,347.1716827,59.005777300000005,111.5550489,625.9938480000001,1065.5209270999999,201.3391924,353.63449909999997,28.5323325,11.1635834,54.8187717,3.2091578,554.3811534,254.500416,1353.131007,67.8660197,12.4550807,4.5002982,29.9491699,2.3966177,207.7642982,117.1627494,574.080476,32.1618101,122.9784722,78.1757875,327.5676065,19.6040762,36.4344182,22.5713591,107.1994214,4.3556275,427.8707314,198.1231166,1014.2666041,51.254323,116.3939555,84.9452369,333.858935,19.7755641
1980-06-01,6269.905094700001,99.1544673,2218.428899,53.3783403,935.4168606999999,550.2305859,171.70289200000002,1687.7675478,553.8255017,40.7804713,58.373996,801.2115844,1417.2173146,18.5426924,34.8356479,330.7019157,604.714945,200.4076763,349.8229096,59.228841,112.47405099999999,633.2468519,1054.5206959,201.4746389,352.3508628,29.0866775,11.6937938,54.9418229,3.4321731,537.2551359,263.9564485,1346.4536462,70.7636684,12.9125208,5.6301716,32.8493451,1.9863028,209.3888776,121.3130381,574.2024412,30.5125038,124.2712753,76.136401,333.0965583,16.7263513,37.4664506,21.7623904,108.1498556,4.3241954,425.7800791,207.4667728,996.7896138,57.7310821,113.4429268,88.0317121,332.9326816,19.4181812
1980-07-01,6314.070970399998,99.95476300000001,2228.8621908,54.0502398,944.0600336000001,552.2153645000001,171.9837941,1700.5849298,562.3596548,40.7963249,59.158438100000005,814.4789903000001,1414.3832005000002,19.312301599999998,34.7379382,336.5166483,607.5433853000001,201.3754218,350.8399427,59.7110177,112.2727764,638.745719,1061.8392108,207.6923187,354.6673361,30.0584194,10.7379055,56.5676697,2.5907684,539.5306401,274.9483502,1343.270238,71.1129625,13.1276359,6.1846657,33.214528,1.5234102,211.2808631,125.2357852,576.3694728,31.1739125,122.4063992,78.9690226,332.8745152,17.9654275,37.5184155,22.1926022,108.2628805,4.0098959,428.2938734,210.4518456,1005.1362781,56.7029327,117.0614876,90.6308311,338.5818566,16.0854795
1980-08-01,6281.350634799999,99.8232711,2206.3003103,52.9768502,942.1808718,549.9051744000001,172.4952898,1703.0901430000001,554.5787242,41.0654124,58.7578587,796.9532705,1409.3470398,19.0418613,33.9349889,334.2206503,607.9602215,202.1999327,347.70524170000004,59.8956529,112.5996369,641.9259667,1061.1641763,203.2435758,351.3351484,28.5079911,12.5574213,55.3668631,3.3909956,535.5788085,261.374462,1334.4386387,74.9084011,12.374183,6.6676783,30.1158771,3.8191118,209.850531,124.3701193,579.1939537,28.7662678,123.5050856,78.6948471,330.2755291,17.4297126,37.4200117,22.4756412,109.1136506,3.4859863,414.5804507,227.345516,1002.3830612,58.7811151,115.5259818,87.717594,332.867523,18.4676254
1980-09-01,6360.031379400001,100.55529700000001,2251.2422763,54.7915185,957.4534135,551.5710819,173.1634737,1706.2993462000002,564.9549723,42.2977768,58.2575202,822.9730041,1428.2692722000002,19.875598500000002,34.91592,345.9817025,611.471711,203.1294376,348.4416443,60.0745572,113.08891650000001,638.919071,1067.3802752000001,205.3887455,359.56622680000004,29.1281899,13.1695869,54.335758,3.9217622,544.3939302,278.5790739,1350.1116856,78.1575866,13.7265007,6.1490978,31.6847167,3.2312033,216.8045663,129.1771362,582.5577864,28.9139246,126.2250261,76.9044115,332.0397914,16.4018529,37.2873075,22.7872497,108.9409353,4.1479812,427.9819353,210.9371357,1008.7351630000001,58.6451122,117.9005284,87.4882171,338.1677895,21.3984373
1980-10-01,6320.229555999999,100.58637619999999,2231.265763,54.97210320000001,953.2729052000001,552.4788934,172.5444089,1694.3310589,560.7780472,41.301593,59.2847832,806.6529799,1424.6127831000001,19.8876838,35.0844194,343.0949994,610.1779058000001,202.1624224,350.31647100000004,60.2893826,112.2550263,630.81229,1063.5187689,202.7712762,358.006771,27.7214114,13.5801816,55.7661776,3.5186056,531.0788631,275.5741168,1349.851589,74.7611941,13.0674708,6.820213,31.4951861,3.5892333,221.8791447,121.2158547,584.287401,25.8905048,123.3212762,78.8411462,331.595585,18.720886,37.1549958,23.1343868,108.501481,3.7535453,416.9802779,213.8320121,999.6725263,63.8462426,116.8961895,85.8750867,337.8883862,20.1183848
